"","V1"
"1",""
"2","Vielen Dank."
"3"," — Kollegin Krellmann erhält die Gelegenheit zu einer Kurzintervention."
"4","Jutta Krellmann:"
"5","Ich bin Gewerkschaftssekretärin der IG Metall, und ich weiß genau, was Tarifautonomie ist."
"6"," Solange das System funktioniert, bin ich voll auf Ihrer Seite."
"7"," Was ich aber sehe, ist, dass die Tarifbindung flächendeckend zurückgeht."
"8"," Ich frage mich:"
"9"," Was machen wir denn da? Mittlerweile sind wir auf einem Niveau, das tendenziell bei unter 50 Prozent liegt."
"10"," Das ist doch eine Katastrophe; das ist doch nicht in Ordnung."
"11"," Und was tun wir? Wir sehen zu."
"12"," Das geht doch überhaupt nicht."
"13"," Was tut Ihre Fraktion dafür, dass sich das ändert? Was tut Ihre Fraktion, damit wir wieder da hinkommen und erreichen, was Sie sich wünschen? Bestehen bleibt es nicht."
"14"," Den Weg dorthin müssen wir unbedingt beschreiten."
"15"," Deswegen haben wir unseren Antrag eingebracht.
Vizeprasident Thomas "
