"","V1"
"1",""
"2","Herr Kollege Kaufmann, der Kollege Brandenburg würde gerne eine Zwischenfrage stellen."
"3","Dr."
"4"," Stefan Kaufmann:"
"5","Das machen wir im Ausschuss, lieber Kollege Brandenburg."
"6"," Ich kenne die Finanzierungsmodelle, aber das wird lange nicht reichen, um das zu finanzieren, was Sie wollen."
"7"," Wir als Unionsfraktion werden jedenfalls alles dafür tun, die Investitionen in Bildung und Forschung auch in Zukunft auf einem hohen Niveau zu halten."
"8","Apropos Zukunft:"
"9"," Die CDU/CSU-Fraktion macht mit ihrer Politik Lust auf Zukunft; deshalb ermutige ich die Studierenden und auch die Studieninteressierten heute ausdrücklich — auch vor dem Hintergrund unserer BAföG-Reform -, einen BAf6G-Antrag zu stellen."
"10"," Die Chancen auf eine BAföG-Förderung sind gut, und sie steigen zum kommenden Wintersemester mit dieser Novelle nochmals deutlich an."
"11"," Die Angst vor Verschuldung ist unseres Erachtens unberechtigt, und auch die Sorge vor zu viel Bürokratie sollte und muss niemanden davon abhalten, einen BAföG-Antrag zu stellen."
"12"," Ich freue mich jedenfalls auf die nun beginnenden Beratungen zum 26."
"13"," Änderungsgesetz und bin überzeugt, dass uns am Ende erneut ein gutes Gesetz und ein großer Wurf für eine weitere Modernisierung der Ausbildungsförderung gelingen wird."
"14","Herzlichen Dank."
"15"," Präsident Dr.
 Wolfgang "
