"","V1"
"1",""
"2","Vielen Dank."
"3"," — Nächster Redner ist für die Fraktion der FDP der Kollege Thomas Hacker."
"4","Thomas Hacker:"
"5","Herr Präsident! Meine lieben Kolleginnen und Kollegen! Viele Ereignisse der deutschen Geschichte jähren sich in diesen Tagen mit runden Jubiläen."
"6"," Sie bilden die Geschichte im Guten wie im Schlechten ab."
"7"," Wir feiern bald 30 Jahre friedliche Revolution und erinnerten an 80 Jahre Reichspogromnacht."
"8"," Das waren Ereignisse, die die Entwicklung unseres Landes prägten."
"9"," Aber reicht es aus, Jubiläen zu begehen? Nein."
"10"," Denn trotz des gemeinsamen Erinnerns zeigen Studien, dass das Wissen um unsere Geschichte verblasst."
"11"," Nur 47 Prozent der befragten Schülerinnen und Schüler wissen, dass es sich bei Auschwitz-Birkenau um ein Konzentrations- und Vernichtungslager der Nationalsozialisten handelt."
"12"," 40 Prozent der jungen Deutschen - Kollege Selle hat es erwähnt — wissen wenig oder gar nichts über die systematische Vernichtung von Juden im Nationalsozialismus."
"13"," Geschichte ist mehr als Fakten und Zahlen."
"14"," Sie ist die Identität unseres Landes — schmerzvoll und freudig."
"15"," Um zu verstehen, wohin man geht, muss man wissen, woher man kommt! Im Blick zurück wird die DDR oft verklärt."
"16"," Die SED-Diktatur hat mit ihrer Staatssicherheit Menschen anderer Meinung systematisch ausgehorcht und zielgerichtet zerstört."
"17"," Das Ende des Zweiten Weltkriegs besiegelte den Untergang des Naziregimes, die friedliche Revolution überwand die kommunistische Diktatur."
"18"," In beiden Fällen siegte die Freiheit! Es ist das Wissen um unsere Vergangenheit, das unser Land geprägt hat, die dunklen Stunden der Scham genauso wie der Freudentaumel."
"19"," Aus überwundener Diktatur und Ruinen erwuchsen Demokratie, Rechtsstaat und die Achtung der Menschenrechte."
"20","Doch wie erreichen wir die junge Generation? Wie gewinnen wir sie für unsere Werte? Wie machen wir sie immun gegen Ewiggestrige und rechte Vereinfacher? Herr Jongen hat ja deutlich gemacht, wo die AfD hier steht."
"21"," Allein die Anzahl der Besuche in den Gedenkstätten zu erhöhen, wird nicht reichen."
"22"," Eine Aktualisierung des Gedenkstättenkonzepts ist dringend notwendig."
"23"," Junge Menschen müssen konkret eingebunden werden, in die Forschung genauso wie in neue pädagogische Konzepte."
"24"," Wir wollen eine Vermittlung von jungen Menschen für junge Menschen; denn wenn Jugendliche gleichen Alters sehen, wie andere Interesse zeigen und sich engagieren, dann kann das eine Vorbildwirkung und einen Abfärbeeffekt haben, den kein Unterricht in einem Klassenzimmer erzielen kann."
"25","Aber auch im Klassenzimmer müssen wir für Veränderung sorgen."
"26"," Lehrpläne ändern und im Stundenplan mehr Zeit einplanen ist das eine, Lehrerinnen und Lehrer müssen sich weiterbilden, neue Erkenntnisse und Konzepte in den Unterreicht einbeziehen."
"27"," Moderner Unterricht macht Geschichte erlebbar und lässt Menschenschicksale wieder aufleben."
"28"," So erreichen wir nicht nur die Köpfe, sondern die Herzen der jungen Generation!homas HackerBisherige Generationen konnten die Schicksale der Menschen noch aus erster Hand erfahren."
"29"," Zeitzeugen berichten eindringlich und schonungslos von Gräueltaten und dem damit verbundenen Leid."
"30"," Wir selbst erfahren doch auch immer wieder — zuletzt bei den Reden von Anita Lasker und Saul Friedländer —, wie uns diese ganz persönlichen Lebensgeschichten ergreifen."
"31"," Die Zeitzeugen werden immer weniger."
"32"," Wir brauchen kreative Lösungen für die Zeit danach."
"33"," Lassen Sie uns die Digitalisierung und neue Techniken wie die Holographie nutzen, um Schicksale und Geschichten auch in Zukunft spür- und erlebbar zu machen!Erst vor 30 Jahren gingen die Menschen in der DDR auf die Straße."
"34"," Sie riskierten ihr Leben; denn sie wollten in Freiheit leben."
"35"," Sie waren die Mutigen, die die kommunistische Diktatur überwanden."
"36"," Die DDR hat mit ungeheuerlicher Akribie bespitzelt, durchleuchtet und fein säuberlich dokumentiert."
"37"," Diese Dokumente zu erforschen, ist längst nicht abgeschlossen."
"38"," Das Wissen darum, wie perfide die DDR funktionierte, ist kein regionales Thema."
"39"," Es geht uns alle an, in Nord und Süd, in Ost und West! „Jugend erinnert“, meine Damen und Herren, darf nicht nur der bloße Blick nach hinten sein."
"40"," Es muss die Mechanismen der Unterdrückung deutlich machen, zeigen, welch fatale Folgen die Verachtung und Ausgrenzung von Menschen hat, die aus irgendeinem Grund anders sind."
"41"," „Jugend erinnert“ muss darauf aufbauen und den jungen Menschen zeigen:"
"42"," Ja, es lohnt sich! Ja, es lohnt sich, für Freiheit und Demokratie zu kämpfen, füreinander einzutreten! Wenn man mit dem Blick zurück bei jungen Menschen nicht nur den Kopf, sondern auch das Herz erreicht, dann haben wir unser Ziel erreicht!Danke.
 Vizepräsident Thomas "
