"","V1"
"1",""
"2"," Frau Kollegin, erlauben Sie eine Zwischenfrage?Gabriele Hiller-Ohm:"
"3"," Nein, auf keinen Fall."
"4"," Die SPD kämpft für einen starken, zukunftsfesten Sozialstaat, der allen Menschen in unserem Land die Unterstützung gibt, die benötigt wird."
"5","Meine Vorrednerin Dagmar Schmidt und mein Vorredner Martin Rosemann haben die Maßnahmen und Pläne der SPD bereits sehr gut dargestellt."
"6"," Wir wollen den Menschen, die arbeitslos geworden sind, helfen, schnell wieder in Arbeit zu kommen, damit sie ein selbstbestimmtes Leben führen können."
"7"," Der Vorschlag der SPD - das Arbeitslosengeld Q — ist deshalb der richtige Weg."
"8"," Damit wollen wir einen Leistungsanspruch für Qualifizierung während Zeiten der Arbeitslosigkeit einführen."
"9"," Durch Qualifizierung und Weiterbildung eröffnen wir arbeitslosen Menschen neue Chancen, rasch auf dem Arbeitsmarkt wieder Fuß zu fassen."
"10"," Das ist im Zeitalter der Digitalisierung, in der sich die Arbeitswelt im raschen Wandel befindet, umso dringlicher."
"11","Liebe Kolleginnen und Kollegen der AfD, wenn Sie tatsächlich etwas verbessern wollen, dann müssen Sie in Ihre Vorschläge deutlich mehr Gehirnschmalz und vor allem mehr Herzblut für Menschen in Notlagen investieren."
"12"," So jedenfalls wird das nichts.
 Vizepräsidentin Claudia "
