"","V1"
"1",""
"2","Vielen Dank, Mahmut Özdemir."
"3"," — Letzter Redner in der Debatte und in dieser Sitzungswoche:"
"4"," Martin Patzelt für die CDU/CSU-Fraktion."
"5"," Martin Patzelt:"
"6","Frau Präsidentin! Meine lieben Kolleginnen und Kollegen, die Sie jetzt am Freitag hier noch ausharren! Liebe Gäste auf den Tribünen! Ich will versuchen, zum Schluss noch mal die Brücke zu schlagen von dem bisher Diskutierten zu dem Antrag zur Engagementoffensive."
"7"," Wir reden jetzt schon jahrelang auf verschiedenen Ebenen über die Stärkung des bürgerschaftlichen Engagements."
"8"," Im Unterausschuss hatten wir am Mittwoch wieder eine Anhörung."
"9"," Das kann langsam auch den Abgeordneten die Motivation rauben, weil wir über Jahre hinweg anhören und anhören und anhören und die Monster von Bürokratie und Ängsten, die daraus wachsen, immer größer werden."
"10"," Insofern sage ich mit Goethe:"
"11","Der Worte sind genug gewechselt."
"12"," Laßt mich auch endlich Taten sehn!Wir müssen als Abgeordnete darüber nachdenken, wie wir tatsächlich mal den Wald von Bürokratie durchforsten."
"13"," Ich halte auch im Ausschuss immer dagegen, wenn es heißt, dass die Bürokratie nur eine willkürliche Zwangsmaßnahme ist."
"14"," Mit jedem neuen Gesetz und mit jeder neuen Förderrichtlinie schaffen wir auch wieder neue Möglichkeiten und Notwendigkeiten von Bürokratie."
"15"," Denn wer will Steuergelder ungeprüft ausgeben? Wer will ein Gesetz mit seinen Rechten und Pflichten willkürlich in ein anderes Gesetzeswerk einbinden? Wir müssen diese Abgrenzung vornehmen."
"16","Ich schlage deshalb vor, dass wir jetzt wirklich mal eine Arbeitsgruppe aus verantwortlichen Verwaltungsfachleuten, Vertretern der Stiftungen, Vertretern der Vereine und Abgeordneten bilden, die mal Punkt für Punkt durchgeht:"
"17"," Was sind eigentlich die Beschwerden der Vereine, der vielen Ehrenamtlichen und der bürgerschaftlich Engagierten? Ich glaube, dass wir fündig werden könnten und auch Ausnahmeregelungen, die mal getroffen worden sind, etwas abtragen könnten, wenn wir das miteinander wollen."
"18"," Wenn wir darüber diskutieren, wird uns von der Verwaltung immer gesagt:"
"19"," Dann müsst ihr die Gesetze ändern."
"20"," — Das könnte man genau angucken."
"21","Dann mahne ich einen bundesweiten Nachweis für Freiwilligentätigkeit an."
"22"," Der würde ideell die Tätigkeiten von jungen und alten Menschen einfach mal dokumentieren."
"23"," Das ist kein großer finanzieller Aufwand."
"24"," Es gibt x Ausreden, die ich da immer wieder gehört habe."
"25"," Warum packen wir solche Dinge nicht an? Warum reden wir immer bloß über die Stärkung? Wir wollen es doch alle, glaube ich, von links nach rechts hier im Saal."
"26"," Wir wollen das wirklich alle; denn ehrenamtliche Tätigkeit und bürgerschaftliches Engagement, das ist tatsächlich Partizipation pur."
"27"," Qualifizierte Beratung bieten wir demnächst im Rahmen einer Agentur, in der Stiftung an."
"28"," Wir werden uns im Unterausschuss mit konkreten Maßnahmen und Möglichkeiten der Unterstützung von Vereinen, Initiativen und Ehrenamtlichen beschäftigen."
"29"," Wir werden als Abgeordnete untereinander, aber dann auch mit den Trägern weiter konkret sprechen."
"30","Lassen Sie uns — Sie alle hier im Haus — Ihre Unterstützung zuteilwerden, wenn wir Vorschläge auf den Tisch legen."
"31","Jetzt wünsche ich Ihnen eine gute Zeit bis zur nächsten Sitzung.
 Vizepräsidentin Claudia "
