"","V1"
"1",""
"2"," Vielen Dank, Gesine Lötzsch."
"3"," — Nächster Redner:"
"4"," Max Straubinger für die CDU/CSU-Fraktion."
"5"," Max Straubinger:"
"6","Frau Präsidentin! Werte Kolleginnen und Kollegen! Wir haben jetzt ein Zerrbild der Rentenpolitik in Deutschland erlebt."
"7"," — Doch, Frau Kollegin Lötzsch, so ist es."
"8"," — Jetzt können sich die Bürgerinnen und Bürger im Osten Deutschlands nämlich aufsichere Renten verlassen und müssen keine Renten nach Gutdünken befürchten, wie es unter der SED war, wo also überhaupt nicht die Leistungsfähigkeit der Menschen berücksichtigt wurde, sondern wo imaginäre Abschlüsse des FDGB letztendlich durch die SED umgesetzt worden sind."
"9"," Das waren Armutsrenten in der ehemaligen DDR."
"10"," Das zeigt also auch sehr deutlich, dass diese Rentenüberleitung eine große Erfolgsgeschichte ist."
"11"," Dies sollten wir auch so darstellen;denn alle anderen Darstellungen, Frau Kollegin Lötzsch, bedienen nur die rechte Seite, was Sie nicht wollen und was wir nicht wollen — damit das ganz klar ist."
"12","Max StraubingerDeshalb:"
"13"," Wer die Erfolge der Wiedervereinigung hier nicht darstellen will und den Bürgerinnen und Bürger die ganze Zeit nur ein Zerrbild bereitet, der legt letztendlich die Axt an unser demokratisches Staatsgefüge, verehrte Kolleginnen und Kollegen."
"14"," Denn die Wahrheit liegt ganz woanders."
"15"," Seit der Rentenüberleitung 1991, ab 1992, sind wir von damals 51 Prozent des Rentenwertes in Ostdeutschland bei mittlerweile 96,5 Prozent angekommen, und das unter wirtschaftlicher Entwicklung."
"16"," Das ist letztendlich auch eine Erfolgsgeschichte des Aufbaus in den neuen Bundesländern, der-das kann man beklagen - vielleicht zu langsam vorangegangen ist, der aber zuvörderst mit Helmut Kohl und der Treuhand bewerkstelligt worden ist."
"17"," Wir haben die kaputten DDR-Betriebe überführt und damit auch den Menschen sichere Arbeitsplätze gegeben."
"18"," Das missachten Sie."
"19"," Sie missachten die Hinterlassenschaft der SED, für die Sie verantwortlich sind, für die Sie eingetreten sind und gearbeitet haben."
"20"," Diesen Missstand haben wir mit unserer Politik, mit Helmut Kohl und mit unserer Bundeskanzlerin Angela Merkel, aufgearbeitet."
"21"," Und weil der Kollege Bartsch sich vorhin beklagt hat, dass es keinen Uni-Präsidenten und keine Bundesrichter ostdeutscher Herkunft gibt, möchte ich sagen:"
"22"," Er sollte doch zumindest zufrieden sein, dass wir eine Bundeskanzlerin ostdeutscher Herkunft haben; aber dieses Lob habe ich auch nicht vernommen."
"23"," Also, unter diesem Gesichtspunkt ist es, glaube ich, wirklich eine schöne Geschichte, dass man nicht einmal das anerkennen will, trotz der Erfolge, die wir vorzuweisen haben."
"24"," Und diese Erfolge sind hervorragend:"
"25"," Wir haben die wirtschaftliche Entwicklung im Osten Deutschlands befördert und tun dies auch weiterhin mit den entsprechenden Programmen."
"26"," Aber mittlerweile sind wir in die Situation geraten, dass wir uns nicht mehr nur über Ostdeutschland zu unterhalten haben, sondern dass wir auch feststellen müssen, dass wir im Westen Deutschlands, an der Grenze zu Holland, an der Grenze Ostbayerns zu Tschechien, Landkreise haben, in denen Menschen genauso schwierige Einkommensverhältnisse aufzuweisen haben wie Menschen in Landkreisen in Ostdeutschland."
"27"," Und Sie gehen jetzt her und wollen mit Ihrem Antrag den Rentenwert auf 100 Prozent angleichen."
"28"," Dies haben wir jedoch beschlossen; 2025 wird das geschehen sein, hoffentlich rein unter wirtschaftlicher Entwicklung und nicht unter administrativer Entwicklung."
"29"," Aber Sie wollen die Höherbewertung beibehalten."
"30"," Das ist eine große Ungerechtigkeit gegenüber den Bürgern, die im Westen Deutschlands wohnen, weil diese dann für die gleiche Einzahlung eine um 20 Prozent geringere Rente als die Bürger in Ostdeutschland erhalten würden."
"31"," Das kann nicht sein."
"32"," Sie sind eine spalterische Partei und nicht eine Partei, die zusammenführt."
"33"," In diesem Sinne werden wir Ihren Antrag wiederum ablehnen."
"34","Herzlichen Dank für die Aufmerksamkeit.
Vizepräsidentin Claudia "
