"","V1"
"1",""
"2"," Stephan Stracke, CDU/CSU, ist der nächste Redner."
"3"," Stephan Stracke:"
"4","Herr Präsident! Meine sehr verehrten Damen und Herren! Deutschland ist ein starkes Land, wir sind wirtschaftlich erfolgreich."
"5"," Wir wollen, dass dieser Erfolg tatsächlich auch bei allen in diesem Land ankommt:"
"6"," bei Geringverdienern, Normalverdienern, bei Familien, bei arbeitslosen oder kranken Menschen."
"7"," Für diesen sozialen Zusammenhalt in unserem Land steht der Haushalt des Bundessozialministeriums."
"8"," Deutschland hat einen starken und leistungsfahigen Sozialstaat."
"9"," Der Haushalt des BMAS ist auch in diesem Jahr der größte Einzeletat, mit fast 150 Milliarden Euro; das entspricht rund 40 Prozent der Gesamtausgaben des Bundes."
"10"," Die Sozialleistungen in Deutschland übersteigen in diesem Jahr in der Summe erstmalig die 1 000-Milliarden-Euro-Grenze."
"11"," Mit anderen Worten:"
"12"," Jeder dritte Euro wird für Sozialleistungen ausgegeben."
"13"," Das zeigt:"
"14"," Deutschland ist ein starker und leistungsfähiger Sozialstaat."
"15"," Meine sehr verehrten Damen und Herren, die schwarzrote Koalition hat in dieser Legislaturperiode viel für die Menschen getan."
"16"," Wir bauen seit dem Jahr 2015 Jahr für Jahr die kalte Progression ab."
"17"," Wir haben den Beitrag zur Arbeitslosenversicherung gesenkt, die Parität bei den Kra wiedereingeführt."
"18"," Das bedeutet, wir entlasten die arbeitende Mitte in unserem Land, mehr Netto vom Brutto für rund 33 Millionen Beschäftigte, die mit ihren Beiträgen die sozialen Sicherungssysteme am Laufen halten."
"19"," Zum 1."
"20"," Juli 2019 haben wir das Kindergeld um 10 Euro erhöht, den Kinderzuschlag reformiert."
"21"," Ab 2021 wollen wir den Solidaritätszuschlag für 90 Prozent der Zahler vollständig abbauen und für weitere 6,5 Prozent senken."
"22"," Die Richtung stimmt, das Ziel noch nicht ganz; 30 Jahre nach dem Mauerfall gehört der Soli nicht mehr auf die Gehaltszettel der Menschen, er gehört in die Geschichtsbücher, er hat ausgedient."
"23","Meine sehr verehrten Damen und Herren, wir haben die soziale Absicherung von Menschen, die aus gesundheitlichen Gründen nicht mehr arbeiten können, spürbar ausgebaut."
"24"," Wir haben auch die Kindererziehungszeiten für Frauen, deren Kinder vor 1992 geboren sind, noch einmal spürbar verbessert; davon profitieren 10 Millionen Eltern in ganz Deutschland."
"25"," Das war uns als Union, als CSU besonders wichtig, ein großer Erfolg, weil es konkret bei den Menschen ankommt."
"26"," Meine sehr verehrten Damen und Herren, wer Kinder erzieht oder andere Menschen pflegt, der hat all unsere Wertschätzung und Unterstützung verdient."
"27"," Angehörige von pflegenden Menschen sind Helden des Alltags, sie kümmern sich nicht nur hingebungsvoll um den Pflegebedürftigen, oftmals müssen sie auch ihre eigene berufliche Entwicklung und ihr Privatleben zurückstellen."
"28"," Sie leisten damit einen großen Dienst."
"29"," Ich danke dafür."
"30"," Es ist ein Gebot der Gerechtigkeit, diese Menschen zu unterstützen und sie finanziell zu entlasten."
